offset			,radius			,minErrorPerVert,maxErrorPerVert,totalError		,averageError	
0.25,0.25,8.887983293792701e-09,0.002302685942338262,2.436515181164181,0.0006768097725456059
0.25,0.5,1.77759665875854e-08,0.004605371884676523,4.873030362328373,0.001353619545091215
0.25,1,3.55519331751708e-08,0.009210743769353047,9.746060724656738,0.002707239090182427
0.25,2,7.11038663503416e-08,0.01842148753870609,19.49212144931352,0.005414478180364867
0.25,4,1.422077327006832e-07,0.03684297507741219,38.98424289862702,0.01082895636072973
0.25,8,2.844154654013664e-07,0.07368595015482438,77.96848579725405,0.02165791272145946
0.25,16,5.688309308027328e-07,0.1473719003096488,155.9369715945082,0.04331582544291893
0.25,32,1.137661861605466e-06,0.2947438006192975,311.8739431890163,0.08663165088583787
0.25,64,2.275323723210931e-06,0.589487601238595,623.7478863780326,0.1732633017716757
0.25,128,4.550647446421863e-06,1.17897520247719,1247.495772756065,0.3465266035433513
0.25,256,9.101294892843725e-06,2.35795040495438,2494.99154551213,0.6930532070867029
0.25,512,1.820258978568745e-05,4.71590080990876,4989.983091024261,1.386106414173406
0.25,1024,3.64051795713749e-05,9.43180161981752,9979.966182048522,2.772212828346812
0.25,2048,7.28103591427498e-05,18.86360323963504,19959.93236409704,5.544425656693623
0.25,4096,0.0001456207182854996,37.72720647927008,39919.86472819409,11.08885131338725
0.25,8192,0.0002912414365709992,75.45441295854016,79839.72945638817,22.17770262677449
0.25,16384,0.0005824828731419984,150.9088259170803,159679.4589127763,44.35540525354899
0.25,32768,0.001164965746283997,301.8176518341606,319358.9178255527,88.71081050709797
0.25,65536,0.002329931492567994,603.6353036683213,638717.8356511054,177.4216210141959
0.25,131072,0.004659862985135987,1207.270607336643,1277435.671302211,354.8432420283919
0.25,262144,0.009319725970271975,2414.541214673285,2554871.342604422,709.6864840567838
0.25,524288,0.01863945194054395,4829.08242934657,5109742.685208843,1419.372968113568
0.25,1048576,0.0372789038810879,9658.164858693141,10219485.37041769,2838.745936227135
0.25,2097152,0.0745578077621758,19316.32971738628,20438970.74083537,5677.49187245427
0.25,4194304,0.1491156155243516,38632.65943477256,40877941.48167074,11354.98374490854
0.25,8388608,0.2982312310487032,77265.31886954512,81755882.96334149,22709.96748981708
0.5,0.25,8.887983238281549e-09,0.002302685942338289,2.43651518116419,0.0006768097725456084
0.5,0.5,1.77759665875854e-08,0.004605371884676523,4.873030362328363,0.001353619545091212
0.5,1,3.55519331751708e-08,0.009210743769353047,9.746060724656747,0.00270723909018243
0.5,2,7.11038663503416e-08,0.01842148753870609,19.49212144931348,0.005414478180364854
0.5,4,1.422077327006832e-07,0.03684297507741219,38.98424289862704,0.01082895636072973
0.5,8,2.844154654013664e-07,0.07368595015482438,77.96848579725405,0.02165791272145946
0.5,16,5.688309308027328e-07,0.1473719003096488,155.9369715945081,0.04331582544291891
0.5,32,1.137661861605466e-06,0.2947438006192975,311.8739431890163,0.08663165088583787
0.5,64,2.275323723210931e-06,0.589487601238595,623.7478863780326,0.1732633017716757
0.5,128,4.550647446421863e-06,1.17897520247719,1247.495772756065,0.3465266035433515
0.5,256,9.101294892843725e-06,2.35795040495438,2494.99154551213,0.6930532070867026
0.5,512,1.820258978568745e-05,4.71590080990876,4989.983091024261,1.386106414173406
0.5,1024,3.64051795713749e-05,9.43180161981752,9979.966182048522,2.772212828346812
0.5,2048,7.28103591427498e-05,18.86360323963504,19959.93236409704,5.544425656693623
0.5,4096,0.0001456207182854996,37.72720647927008,39919.86472819409,11.08885131338725
0.5,8192,0.0002912414365709992,75.45441295854016,79839.72945638817,22.17770262677449
0.5,16384,0.0005824828731419984,150.9088259170803,159679.4589127763,44.35540525354899
0.5,32768,0.001164965746283997,301.8176518341606,319358.9178255527,88.71081050709797
0.5,65536,0.002329931492567994,603.6353036683213,638717.8356511054,177.4216210141959
0.5,131072,0.004659862985135987,1207.270607336643,1277435.671302211,354.8432420283919
0.5,262144,0.009319725970271975,2414.541214673285,2554871.342604422,709.6864840567838
0.5,524288,0.01863945194054395,4829.08242934657,5109742.685208843,1419.372968113568
0.5,1048576,0.0372789038810879,9658.164858693141,10219485.37041769,2838.745936227135
0.5,2097152,0.0745578077621758,19316.32971738628,20438970.74083537,5677.49187245427
0.5,4194304,0.1491156155243516,38632.65943477256,40877941.48167074,11354.98374490854
0.5,8388608,0.2982312310487032,77265.31886954512,81755882.96334149,22709.96748981708
1,0.25,8.887983238281549e-09,0.002302685942338289,2.436515181164197,0.0006768097725456102
1,0.5,1.77759664765631e-08,0.004605371884676579,4.873030362328381,0.001353619545091217
1,1,3.55519331751708e-08,0.009210743769353047,9.746060724656726,0.002707239090182424
1,2,7.11038663503416e-08,0.01842148753870609,19.49212144931349,0.00541447818036486
1,4,1.422077327006832e-07,0.03684297507741219,38.98424289862695,0.01082895636072971
1,8,2.844154654013664e-07,0.07368595015482438,77.96848579725408,0.02165791272145947
1,16,5.688309308027328e-07,0.1473719003096488,155.9369715945081,0.04331582544291891
1,32,1.137661861605466e-06,0.2947438006192975,311.8739431890162,0.08663165088583782
1,64,2.275323723210931e-06,0.589487601238595,623.7478863780326,0.1732633017716757
1,128,4.550647446421863e-06,1.17897520247719,1247.495772756065,0.3465266035433515
1,256,9.101294892843725e-06,2.35795040495438,2494.99154551213,0.6930532070867029
1,512,1.820258978568745e-05,4.71590080990876,4989.983091024259,1.386106414173405
1,1024,3.64051795713749e-05,9.43180161981752,9979.966182048522,2.772212828346812
1,2048,7.28103591427498e-05,18.86360323963504,19959.93236409704,5.544425656693623
1,4096,0.0001456207182854996,37.72720647927008,39919.86472819409,11.08885131338725
1,8192,0.0002912414365709992,75.45441295854016,79839.72945638817,22.17770262677449
1,16384,0.0005824828731419984,150.9088259170803,159679.4589127763,44.35540525354899
1,32768,0.001164965746283997,301.8176518341606,319358.9178255527,88.71081050709797
1,65536,0.002329931492567994,603.6353036683213,638717.8356511054,177.4216210141959
1,131072,0.004659862985135987,1207.270607336643,1277435.671302211,354.8432420283919
1,262144,0.009319725970271975,2414.541214673285,2554871.342604422,709.6864840567838
1,524288,0.01863945194054395,4829.08242934657,5109742.685208843,1419.372968113568
1,1048576,0.0372789038810879,9658.164858693141,10219485.37041769,2838.745936227135
1,2097152,0.0745578077621758,19316.32971738628,20438970.74083537,5677.49187245427
1,4194304,0.1491156155243516,38632.65943477256,40877941.48167074,11354.98374490854
1,8388608,0.2982312310487032,77265.31886954512,81755882.96334149,22709.96748981708
2,0.25,8.887983238281549e-09,0.002302685942338067,2.436515181164153,0.0006768097725455981
2,0.5,1.77759664765631e-08,0.004605371884676579,4.873030362328393,0.00135361954509122
2,1,3.55519329531262e-08,0.009210743769353158,9.746060724656761,0.002707239090182434
2,2,7.11038663503416e-08,0.01842148753870609,19.49212144931345,0.005414478180364848
2,4,1.422077327006832e-07,0.03684297507741219,38.98424289862699,0.01082895636072972
2,8,2.844154654013664e-07,0.07368595015482438,77.9684857972539,0.02165791272145942
2,16,5.688309308027328e-07,0.1473719003096488,155.9369715945082,0.04331582544291893
2,32,1.137661861605466e-06,0.2947438006192975,311.8739431890162,0.08663165088583782
2,64,2.275323723210931e-06,0.589487601238595,623.7478863780324,0.1732633017716756
2,128,4.550647446421863e-06,1.17897520247719,1247.495772756065,0.3465266035433515
2,256,9.101294892843725e-06,2.35795040495438,2494.99154551213,0.6930532070867029
2,512,1.820258978568745e-05,4.71590080990876,4989.983091024261,1.386106414173406
2,1024,3.64051795713749e-05,9.43180161981752,9979.966182048518,2.77221282834681
2,2048,7.28103591427498e-05,18.86360323963504,19959.93236409704,5.544425656693623
2,4096,0.0001456207182854996,37.72720647927008,39919.86472819409,11.08885131338725
2,8192,0.0002912414365709992,75.45441295854016,79839.72945638817,22.17770262677449
2,16384,0.0005824828731419984,150.9088259170803,159679.4589127763,44.35540525354899
2,32768,0.001164965746283997,301.8176518341606,319358.9178255527,88.71081050709797
2,65536,0.002329931492567994,603.6353036683213,638717.8356511054,177.4216210141959
2,131072,0.004659862985135987,1207.270607336643,1277435.671302211,354.8432420283919
2,262144,0.009319725970271975,2414.541214673285,2554871.342604422,709.6864840567838
2,524288,0.01863945194054395,4829.08242934657,5109742.685208843,1419.372968113568
2,1048576,0.0372789038810879,9658.164858693141,10219485.37041769,2838.745936227135
2,2097152,0.0745578077621758,19316.32971738628,20438970.74083537,5677.49187245427
2,4194304,0.1491156155243516,38632.65943477256,40877941.48167074,11354.98374490854
2,8388608,0.2982312310487032,77265.31886954512,81755882.96334149,22709.96748981708
4,0.25,8.887982794192339e-09,0.002302685942338289,2.436515181164226,0.0006768097725456183
4,0.5,1.77759664765631e-08,0.004605371884676135,4.873030362328307,0.001353619545091196
4,1,3.55519329531262e-08,0.009210743769353158,9.746060724656786,0.002707239090182441
4,2,7.110386590625239e-08,0.01842148753870632,19.49212144931352,0.005414478180364867
4,4,1.422077327006832e-07,0.03684297507741219,38.9842428986269,0.0108289563607297
4,8,2.844154654013664e-07,0.07368595015482438,77.96848579725398,0.02165791272145944
4,16,5.688309308027328e-07,0.1473719003096488,155.9369715945078,0.04331582544291884
4,32,1.137661861605466e-06,0.2947438006192975,311.8739431890163,0.08663165088583787
4,64,2.275323723210931e-06,0.589487601238595,623.7478863780324,0.1732633017716756
4,128,4.550647446421863e-06,1.17897520247719,1247.495772756065,0.3465266035433513
4,256,9.101294892843725e-06,2.35795040495438,2494.99154551213,0.6930532070867029
4,512,1.820258978568745e-05,4.71590080990876,4989.983091024261,1.386106414173406
4,1024,3.64051795713749e-05,9.43180161981752,9979.966182048522,2.772212828346812
4,2048,7.28103591427498e-05,18.86360323963504,19959.93236409704,5.544425656693621
4,4096,0.0001456207182854996,37.72720647927008,39919.86472819409,11.08885131338725
4,8192,0.0002912414365709992,75.45441295854016,79839.72945638817,22.17770262677449
4,16384,0.0005824828731419984,150.9088259170803,159679.4589127763,44.35540525354899
4,32768,0.001164965746283997,301.8176518341606,319358.9178255527,88.71081050709797
4,65536,0.002329931492567994,603.6353036683213,638717.8356511054,177.4216210141959
4,131072,0.004659862985135987,1207.270607336643,1277435.671302211,354.8432420283919
4,262144,0.009319725970271975,2414.541214673285,2554871.342604422,709.6864840567838
4,524288,0.01863945194054395,4829.08242934657,5109742.685208843,1419.372968113568
4,1048576,0.0372789038810879,9658.164858693141,10219485.37041769,2838.745936227135
4,2097152,0.0745578077621758,19316.32971738628,20438970.74083537,5677.49187245427
4,4194304,0.1491156155243516,38632.65943477256,40877941.48167074,11354.98374490854
4,8388608,0.2982312310487032,77265.31886954512,81755882.96334149,22709.96748981708
8,0.25,8.887983682370759e-09,0.002302685942337845,2.436515181164227,0.0006768097725456185
8,0.5,1.777596558838468e-08,0.004605371884676579,4.873030362328452,0.001353619545091237
8,1,3.55519329531262e-08,0.00921074376935227,9.746060724656614,0.002707239090182393
8,2,7.110386590625239e-08,0.01842148753870632,19.49212144931357,0.005414478180364881
8,4,1.422077318125048e-07,0.03684297507741263,38.98424289862704,0.01082895636072973
8,8,2.844154654013664e-07,0.07368595015482438,77.96848579725381,0.02165791272145939
8,16,5.688309308027328e-07,0.1473719003096488,155.936971594508,0.04331582544291888
8,32,1.137661861605466e-06,0.2947438006192975,311.8739431890156,0.08663165088583767
8,64,2.275323723210931e-06,0.589487601238595,623.7478863780326,0.1732633017716757
8,128,4.550647446421863e-06,1.17897520247719,1247.495772756065,0.3465266035433513
8,256,9.101294892843725e-06,2.35795040495438,2494.99154551213,0.6930532070867026
8,512,1.820258978568745e-05,4.71590080990876,4989.983091024261,1.386106414173406
8,1024,3.64051795713749e-05,9.43180161981752,9979.966182048522,2.772212828346812
8,2048,7.28103591427498e-05,18.86360323963504,19959.93236409704,5.544425656693623
8,4096,0.0001456207182854996,37.72720647927008,39919.86472819407,11.08885131338724
8,8192,0.0002912414365709992,75.45441295854016,79839.72945638817,22.17770262677449
8,16384,0.0005824828731419984,150.9088259170803,159679.4589127763,44.35540525354899
8,32768,0.001164965746283997,301.8176518341606,319358.9178255527,88.71081050709797
8,65536,0.002329931492567994,603.6353036683213,638717.8356511054,177.4216210141959
8,131072,0.004659862985135987,1207.270607336643,1277435.671302211,354.8432420283919
8,262144,0.009319725970271975,2414.541214673285,2554871.342604422,709.6864840567838
8,524288,0.01863945194054395,4829.08242934657,5109742.685208843,1419.372968113568
8,1048576,0.0372789038810879,9658.164858693141,10219485.37041769,2838.745936227135
8,2097152,0.0745578077621758,19316.32971738628,20438970.74083537,5677.49187245427
8,4194304,0.1491156155243516,38632.65943477256,40877941.48167074,11354.98374490854
8,8388608,0.2982312310487032,77265.31886954512,81755882.96334149,22709.96748981708
16,0.25,8.887983682370759e-09,0.002302685942337845,2.436515181164163,0.0006768097725456007
16,0.5,1.777596736474152e-08,0.004605371884675691,4.873030362328453,0.001353619545091237
16,1,3.555193117676936e-08,0.009210743769353158,9.746060724656903,0.002707239090182473
16,2,7.110386590625239e-08,0.01842148753870454,19.49212144931323,0.005414478180364785
16,4,1.422077318125048e-07,0.03684297507741263,38.98424289862714,0.01082895636072976
16,8,2.844154636250096e-07,0.07368595015482526,77.96848579725409,0.02165791272145947
16,16,5.688309308027328e-07,0.1473719003096488,155.9369715945076,0.04331582544291878
16,32,1.137661861605466e-06,0.2947438006192975,311.8739431890159,0.08663165088583775
16,64,2.275323723210931e-06,0.589487601238595,623.7478863780312,0.1732633017716753
16,128,4.550647446421863e-06,1.17897520247719,1247.495772756065,0.3465266035433515
16,256,9.101294892843725e-06,2.35795040495438,2494.99154551213,0.6930532070867026
16,512,1.820258978568745e-05,4.71590080990876,4989.983091024259,1.386106414173405
16,1024,3.64051795713749e-05,9.43180161981752,9979.966182048522,2.772212828346812
16,2048,7.28103591427498e-05,18.86360323963504,19959.93236409704,5.544425656693623
16,4096,0.0001456207182854996,37.72720647927008,39919.86472819409,11.08885131338725
16,8192,0.0002912414365709992,75.45441295854016,79839.72945638814,22.17770262677448
16,16384,0.0005824828731419984,150.9088259170803,159679.4589127763,44.35540525354899
16,32768,0.001164965746283997,301.8176518341606,319358.9178255527,88.71081050709797
16,65536,0.002329931492567994,603.6353036683213,638717.8356511054,177.4216210141959
16,131072,0.004659862985135987,1207.270607336643,1277435.671302211,354.8432420283919
16,262144,0.009319725970271975,2414.541214673285,2554871.342604422,709.6864840567838
16,524288,0.01863945194054395,4829.08242934657,5109742.685208843,1419.372968113568
16,1048576,0.0372789038810879,9658.164858693141,10219485.37041769,2838.745936227135
16,2097152,0.0745578077621758,19316.32971738628,20438970.74083537,5677.49187245427
16,4194304,0.1491156155243516,38632.65943477256,40877941.48167074,11354.98374490854
16,8388608,0.2982312310487032,77265.31886954512,81755882.96334149,22709.96748981708
32,0.25,8.88798012965708e-09,0.002302685942339622,2.436515181164474,0.0006768097725456871
32,0.5,1.777596736474152e-08,0.004605371884675691,4.873030362328326,0.001353619545091201
32,1,3.555193472948304e-08,0.009210743769351382,9.746060724656907,0.002707239090182474
32,2,7.110386235353872e-08,0.01842148753870632,19.49212144931381,0.005414478180364946
32,4,1.422077318125048e-07,0.03684297507740908,38.98424289862646,0.01082895636072957
32,8,2.844154636250096e-07,0.07368595015482526,77.96848579725429,0.02165791272145953
32,16,5.688309272500192e-07,0.1473719003096505,155.9369715945082,0.04331582544291894
32,32,1.137661861605466e-06,0.2947438006192975,311.8739431890152,0.08663165088583756
32,64,2.275323723210931e-06,0.589487601238595,623.7478863780318,0.1732633017716755
32,128,4.550647446421863e-06,1.17897520247719,1247.495772756062,0.3465266035433507
32,256,9.101294892843725e-06,2.35795040495438,2494.99154551213,0.6930532070867029
32,512,1.820258978568745e-05,4.71590080990876,4989.983091024259,1.386106414173405
32,1024,3.64051795713749e-05,9.43180161981752,9979.966182048518,2.77221282834681
32,2048,7.28103591427498e-05,18.86360323963504,19959.93236409704,5.544425656693623
32,4096,0.0001456207182854996,37.72720647927008,39919.86472819409,11.08885131338725
32,8192,0.0002912414365709992,75.45441295854016,79839.72945638817,22.17770262677449
32,16384,0.0005824828731419984,150.9088259170803,159679.4589127763,44.35540525354897
32,32768,0.001164965746283997,301.8176518341606,319358.9178255527,88.71081050709797
32,65536,0.002329931492567994,603.6353036683213,638717.8356511054,177.4216210141959
32,131072,0.004659862985135987,1207.270607336643,1277435.671302211,354.8432420283919
32,262144,0.009319725970271975,2414.541214673285,2554871.342604422,709.6864840567838
32,524288,0.01863945194054395,4829.08242934657,5109742.685208843,1419.372968113568
32,1048576,0.0372789038810879,9658.164858693141,10219485.37041769,2838.745936227135
32,2097152,0.0745578077621758,19316.32971738628,20438970.74083537,5677.49187245427
32,4194304,0.1491156155243516,38632.65943477256,40877941.48167074,11354.98374490854
32,8388608,0.2982312310487032,77265.31886954512,81755882.96334149,22709.96748981708
64,0.25,8.88798012965708e-09,0.002302685942339622,2.436515181163351,0.0006768097725453752
